Booking ID,Cancelled Rides by Customer Reason,Cancelled Rides by Driver Reason,Incomplete Ride Reason
BKG002174,,Personal & Car related issues,
BKG002178,Driver asked to cancel,,
BKG002179,,,Vehicle Breakdown
BKG002182,,Personal & Car related issues,
BKG002183,,More than permitted people in there,
BKG002185,,Personal & Car related issues,
BKG002189,,,Other Issue
BKG002194,Wrong Address,,
BKG002197,,More than permitted people in there,
BKG002199,Wrong Address,,
BKG002200,Driver is not moving towards pickup location,,
BKG002202,,,Vehicle Breakdown
BKG002204,,,Customer Demand
BKG002205,,,Other Issue
BKG002208,,Personal & Car related issues,
BKG002213,,Customer related issue,
BKG002217,,The customer was coughing/sick,
BKG002224,,Customer related issue,
BKG002227,Driver is not moving towards pickup location,,
BKG002229,,More than permitted people in there,
BKG002232,,Personal & Car related issues,
BKG002235,,More than permitted people in there,
BKG002236,,Customer related issue,
BKG002239,Driver is not moving towards pickup location,,
BKG002240,Driver asked to cancel,,
BKG002242,,The customer was coughing/sick,
BKG002244,Driver asked to cancel,,
BKG002246,,The customer was coughing/sick,
BKG002248,,,Customer Demand
BKG002249,,,Other Issue
BKG002250,,,Other Issue
BKG002251,,,Customer Demand
BKG002253,,More than permitted people in there,
BKG002254,Driver asked to cancel,,
BKG002256,,The customer was coughing/sick,
BKG002261,Driver is not moving towards pickup location,,
BKG002264,,The customer was coughing/sick,
BKG002266,,,Vehicle Breakdown
BKG002267,Driver is not moving towards pickup location,,
BKG002268,,More than permitted people in there,
BKG002273,,Personal & Car related issues,
BKG002275,,Customer related issue,
BKG002276,,The customer was coughing/sick,
BKG002282,,More than permitted people in there,
BKG002283,,Personal & Car related issues,
BKG002284,Driver asked to cancel,,
BKG002286,,,Other Issue
BKG002288,,More than permitted people in there,
BKG002291,Change of plans,,
BKG002294,,,Vehicle Breakdown
BKG002296,Change of plans,,
BKG002297,,The customer was coughing/sick,
BKG002299,,,Other Issue
BKG002302,,Customer related issue,
BKG002309,,Personal & Car related issues,
BKG002311,AC is not working,,
BKG002315,,,Customer Demand
BKG002318,Driver asked to cancel,,
BKG002322,,Personal & Car related issues,
BKG002325,,,Customer Demand
BKG002326,,More than permitted people in there,
BKG002327,,Customer related issue,
BKG002328,,Personal & Car related issues,
BKG002332,,Customer related issue,
BKG002339,,Customer related issue,
BKG002341,Wrong Address,,
BKG002343,,,Vehicle Breakdown
BKG002345,,The customer was coughing/sick,
BKG002349,,,Vehicle Breakdown
BKG002350,,,Customer Demand
BKG002351,,,Other Issue
BKG002352,,The customer was coughing/sick,
BKG002357,Driver is not moving towards pickup location,,
BKG002358,,,Other Issue
BKG002360,,Customer related issue,
BKG002361,,Personal & Car related issues,
BKG002364,,The customer was coughing/sick,
BKG002365,,,Vehicle Breakdown
BKG002368,,Customer related issue,
BKG002371,,,Customer Demand
BKG002374,,,Customer Demand
BKG002376,,,Vehicle Breakdown
BKG002377,,Customer related issue,
BKG002378,Driver asked to cancel,,
BKG002379,,Personal & Car related issues,
BKG002381,Driver is not moving towards pickup location,,
BKG002383,,,Other Issue
BKG002384,,,Other Issue
BKG002389,,Customer related issue,
BKG002391,,,Customer Demand
BKG002393,,Customer related issue,
BKG002398,Driver asked to cancel,,
BKG002404,AC is not working,,
BKG002417,,Personal & Car related issues,
BKG002423,,Customer related issue,
BKG002428,,,Vehicle Breakdown
BKG002430,,The customer was coughing/sick,
BKG002433,,,Other Issue
BKG002438,,The customer was coughing/sick,
BKG002440,Change of plans,,
BKG002441,,,Vehicle Breakdown
BKG002442,,Personal & Car related issues,
BKG002443,,,Customer Demand
BKG002445,,,Customer Demand
BKG002455,,,Other Issue
BKG002461,Driver is not moving towards pickup location,,
BKG002462,,,Other Issue
BKG002468,Change of plans,,
BKG002471,,,Customer Demand
BKG002473,,Customer related issue,
BKG002474,,Personal & Car related issues,
BKG002476,,,Other Issue
BKG002478,,,Vehicle Breakdown
BKG002482,,,Customer Demand
BKG002483,,,Other Issue
BKG002488,,,Other Issue
BKG002489,,Personal & Car related issues,
BKG002491,,The customer was coughing/sick,
BKG002500,Driver is not moving towards pickup location,,
BKG002503,,More than permitted people in there,
BKG002504,,,Vehicle Breakdown
BKG002505,,,Other Issue
BKG002506,,The customer was coughing/sick,
BKG002507,,,Other Issue
BKG002512,Change of plans,,
BKG002513,,Personal & Car related issues,
BKG002518,,Personal & Car related issues,
BKG002520,Wrong Address,,
BKG002523,,Personal & Car related issues,
BKG002526,,Personal & Car related issues,
BKG002537,,,Customer Demand
BKG002540,Wrong Address,,
BKG002542,,,Vehicle Breakdown
BKG002543,,More than permitted people in there,
BKG002544,,,Customer Demand
BKG002545,,,Other Issue
BKG002546,,,Customer Demand
BKG002547,,,Customer Demand
BKG002548,,,Customer Demand
BKG002549,AC is not working,,
BKG002551,,,Vehicle Breakdown
BKG002552,,Customer related issue,
BKG002554,,Personal & Car related issues,
BKG002556,,,Customer Demand
BKG002560,,Customer related issue,
BKG002563,Driver is not moving towards pickup location,,
BKG002564,Change of plans,,
BKG002566,,,Vehicle Breakdown
BKG002571,,,Customer Demand
BKG002572,,The customer was coughing/sick,
BKG002573,Driver is not moving towards pickup location,,
BKG002574,,,Customer Demand
BKG002579,,Personal & Car related issues,
BKG002583,,,Other Issue
BKG002584,,,Vehicle Breakdown
BKG002586,,Customer related issue,
BKG002587,,,Customer Demand
BKG002589,,Personal & Car related issues,
BKG002590,,Customer related issue,
BKG002594,,,Vehicle Breakdown
BKG002595,,More than permitted people in there,
BKG002597,,More than permitted people in there,
BKG002599,AC is not working,,
BKG002611,Wrong Address,,
BKG002612,,,Other Issue
BKG002613,,Personal & Car related issues,
BKG002615,,The customer was coughing/sick,
BKG002616,,,Customer Demand
BKG002617,Driver is not moving towards pickup location,,
BKG002618,,,Other Issue
BKG002620,,Personal & Car related issues,
BKG002622,,,Customer Demand
BKG002624,,Customer related issue,
BKG002629,Change of plans,,
BKG002632,,The customer was coughing/sick,
BKG002635,,,Customer Demand
BKG002636,,,Customer Demand
BKG002639,Change of plans,,
BKG002643,,Customer related issue,
BKG002644,,The customer was coughing/sick,
BKG002646,,,Other Issue
BKG002648,,,Vehicle Breakdown
BKG002656,,,Other Issue
BKG002659,Driver is not moving towards pickup location,,
BKG002660,,,Vehicle Breakdown
BKG002663,,Personal & Car related issues,
BKG002665,,,Vehicle Breakdown
BKG002666,,Personal & Car related issues,
BKG002674,,More than permitted people in there,
BKG002677,,The customer was coughing/sick,
BKG002681,,More than permitted people in there,
BKG002683,,,Vehicle Breakdown
BKG002684,,The customer was coughing/sick,
BKG002685,,,Customer Demand
BKG002686,Wrong Address,,
BKG002687,,Customer related issue,
BKG002688,,Personal & Car related issues,
BKG002689,Driver asked to cancel,,
BKG002691,,Personal & Car related issues,
BKG002692,,Personal & Car related issues,
BKG002695,,,Other Issue
BKG002697,,,Customer Demand
BKG002700,,Customer related issue,
BKG002702,,,Other Issue
BKG002703,Driver is not moving towards pickup location,,
BKG002708,Wrong Address,,
BKG002709,,Personal & Car related issues,
BKG002710,AC is not working,,
BKG002712,,Personal & Car related issues,
BKG002713,,The customer was coughing/sick,
BKG002714,Change of plans,,
BKG002721,,More than permitted people in there,
BKG002722,,More than permitted people in there,
BKG002727,,Personal & Car related issues,
BKG002732,,,Vehicle Breakdown
BKG002737,,Customer related issue,
BKG002738,,,Customer Demand
BKG002748,,,Customer Demand
BKG002749,,,Customer Demand
BKG002754,,,Other Issue
BKG002757,,,Vehicle Breakdown
BKG002758,Driver is not moving towards pickup location,,
BKG002759,,,Other Issue
BKG002762,,,Other Issue
BKG002766,Change of plans,,
BKG002770,,Customer related issue,
BKG002773,,,Other Issue
BKG002778,AC is not working,,
BKG002783,,More than permitted people in there,
BKG002785,,,Customer Demand
BKG002787,,Customer related issue,
BKG002788,,Customer related issue,
BKG002789,Driver is not moving towards pickup location,,
BKG002790,,Customer related issue,
BKG002791,,,Customer Demand
BKG002793,,More than permitted people in there,
BKG002795,,,Customer Demand
BKG002796,Change of plans,,
BKG002798,,Personal & Car related issues,
BKG002803,,The customer was coughing/sick,
BKG002804,,,Other Issue
BKG002805,Driver is not moving towards pickup location,,
BKG002807,,,Vehicle Breakdown
BKG002812,AC is not working,,
BKG002814,,,Customer Demand
BKG002824,,Customer related issue,
BKG002829,Change of plans,,
BKG002830,,Customer related issue,
BKG002831,,Customer related issue,
BKG002832,Driver is not moving towards pickup location,,
BKG002835,,,Other Issue
BKG002837,,,Other Issue
BKG002842,,Personal & Car related issues,
BKG002845,Change of plans,,
BKG002846,,Personal & Car related issues,
BKG002847,,Customer related issue,
BKG002850,,Customer related issue,
BKG002852,,Personal & Car related issues,
BKG002853,,,Other Issue
BKG002855,Change of plans,,
BKG002860,,,Vehicle Breakdown
BKG002861,,Personal & Car related issues,
BKG002862,,,Customer Demand
BKG002863,,Personal & Car related issues,
BKG002865,,,Vehicle Breakdown
BKG002870,,Personal & Car related issues,
BKG002872,,The customer was coughing/sick,
BKG002873,,The customer was coughing/sick,
BKG002874,,,Other Issue
BKG002877,,,Customer Demand
BKG002878,,Customer related issue,
BKG002879,,Customer related issue,
BKG002881,,Customer related issue,
BKG002886,,,Other Issue
BKG002888,,,Vehicle Breakdown
BKG002889,,More than permitted people in there,
BKG002890,,The customer was coughing/sick,
BKG002896,,,Vehicle Breakdown
BKG002900,,Customer related issue,
BKG002901,AC is not working,,
BKG002902,,,Other Issue
BKG002906,,More than permitted people in there,
BKG002909,,,Vehicle Breakdown
BKG002910,,Customer related issue,
BKG002918,,,Other Issue
BKG002922,Change of plans,,
BKG002923,,Customer related issue,
BKG002925,,,Vehicle Breakdown
BKG002932,,The customer was coughing/sick,
BKG002933,,,Customer Demand
BKG002934,,The customer was coughing/sick,
BKG002938,,,Other Issue
BKG002940,Driver is not moving towards pickup location,,
BKG002945,,Customer related issue,
BKG002946,,More than permitted people in there,
BKG002948,,Personal & Car related issues,
BKG002949,,Customer related issue,
BKG002950,,Customer related issue,
BKG002951,,More than permitted people in there,
BKG002952,,Personal & Car related issues,
BKG002953,,Customer related issue,
BKG002954,,The customer was coughing/sick,
BKG002958,,,Other Issue
BKG002966,,Personal & Car related issues,
BKG002968,,More than permitted people in there,
BKG002971,,,Other Issue
BKG002972,Change of plans,,
BKG002980,,Customer related issue,
BKG002981,Change of plans,,
BKG002982,,More than permitted people in there,
BKG002984,,,Customer Demand
BKG002985,Change of plans,,
BKG002988,,Customer related issue,
BKG002990,Driver is not moving towards pickup location,,
BKG002991,,The customer was coughing/sick,
BKG002996,,Customer related issue,
BKG002997,,The customer was coughing/sick,
BKG003000,,More than permitted people in there,
BKG003002,,,Other Issue
BKG003003,Wrong Address,,
BKG003005,,Customer related issue,
BKG003008,Driver is not moving towards pickup location,,
BKG003010,,Personal & Car related issues,
BKG003013,,The customer was coughing/sick,
BKG003015,,More than permitted people in there,
BKG003021,,Personal & Car related issues,
BKG003023,,,Vehicle Breakdown
BKG003025,,The customer was coughing/sick,
BKG003026,,,Other Issue
BKG003030,,,Other Issue
BKG003033,AC is not working,,
BKG003035,,More than permitted people in there,
BKG003041,,The customer was coughing/sick,
BKG003046,Wrong Address,,
BKG003048,,The customer was coughing/sick,
BKG003050,,Customer related issue,
BKG003051,Driver asked to cancel,,
BKG003053,Wrong Address,,
BKG003055,Change of plans,,
BKG003057,,,Customer Demand
BKG003062,,More than permitted people in there,
BKG003064,,,Vehicle Breakdown
BKG003066,,,Other Issue
BKG003067,,The customer was coughing/sick,
BKG003080,,Customer related issue,
BKG003081,,More than permitted people in there,
BKG003082,,Customer related issue,
BKG003083,,,Customer Demand
BKG003084,,,Customer Demand
BKG003087,,Customer related issue,
BKG003088,,,Customer Demand
BKG003091,,,Other Issue
BKG003092,,,Vehicle Breakdown
BKG003094,,Customer related issue,
BKG003095,,Customer related issue,
BKG003103,,,Vehicle Breakdown
BKG003104,,The customer was coughing/sick,
BKG003105,,,Other Issue
BKG003107,Driver asked to cancel,,
BKG003108,,Customer related issue,
BKG003109,Driver is not moving towards pickup location,,
BKG003110,,,Other Issue
BKG003116,Change of plans,,
BKG003119,AC is not working,,
BKG003122,AC is not working,,
BKG003124,,Personal & Car related issues,
BKG003126,,More than permitted people in there,
BKG003127,,,Customer Demand
BKG003130,,The customer was coughing/sick,
BKG003131,,The customer was coughing/sick,
BKG003135,,Customer related issue,
BKG003139,Wrong Address,,
BKG003141,Driver is not moving towards pickup location,,
BKG003142,,Personal & Car related issues,
BKG003149,,,Customer Demand
BKG003150,,Customer related issue,
BKG003152,,,Vehicle Breakdown
BKG003154,,The customer was coughing/sick,
BKG003156,,More than permitted people in there,
BKG003161,,The customer was coughing/sick,
BKG003163,,The customer was coughing/sick,
BKG003164,,,Customer Demand
BKG003168,,Customer related issue,
BKG003173,,Customer related issue,
BKG003174,,,Vehicle Breakdown
BKG003177,,,Other Issue
BKG003178,,,Vehicle Breakdown
BKG003179,,Personal & Car related issues,
BKG003181,,The customer was coughing/sick,
BKG003186,,The customer was coughing/sick,
BKG003187,,The customer was coughing/sick,
BKG003188,,,Vehicle Breakdown
BKG003189,,,Vehicle Breakdown
BKG003190,,Customer related issue,
BKG003191,,,Vehicle Breakdown
BKG003192,,,Vehicle Breakdown
BKG003194,Driver asked to cancel,,
BKG003197,Driver asked to cancel,,
BKG003199,,Customer related issue,
BKG003200,,,Customer Demand
BKG003202,,,Other Issue
BKG003203,,,Vehicle Breakdown
BKG003206,,,Vehicle Breakdown
BKG003212,,,Other Issue
BKG003213,,Customer related issue,
BKG003214,,,Other Issue
BKG003219,,The customer was coughing/sick,
BKG003224,,,Vehicle Breakdown
BKG003225,,Customer related issue,
BKG003226,,,Other Issue
BKG003229,,More than permitted people in there,
BKG003230,Driver asked to cancel,,
BKG003234,,The customer was coughing/sick,
BKG003240,,,Vehicle Breakdown
BKG003241,,Personal & Car related issues,
BKG003242,,Personal & Car related issues,
BKG003246,,More than permitted people in there,
BKG003247,,Customer related issue,
BKG003250,,The customer was coughing/sick,
BKG003251,,,Customer Demand
BKG003258,,,Customer Demand
BKG003262,,,Other Issue
BKG003264,Wrong Address,,
BKG003265,,Customer related issue,
